"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1233741764332097542","https://twitter.com/haruchannna/status/1233741764332097542","#犬好きさんと繋がりたい #犬のいる暮らし  #dogs #トイプードル https://t.co/J0P2RGtThN","2020-02-29 13:12 +0000","789.0","125.0","0.15842839036755388","0.0","0.0","89.0","23.0","0.0","0.0","0.0","0.0","0","0","0","0","0","194","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233740567600697347","https://twitter.com/haruchannna/status/1233740567600697347","#犬好きさんと繋がりたい #犬のいる生活 #トイプードル https://t.co/7dxKBnBmtO","2020-02-29 13:07 +0000","356.0","41.0","0.1151685393258427","0.0","0.0","32.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233693450933063682","https://twitter.com/haruchannna/status/1233693450933063682","@Lu9bJmkWJx7YR1X フォローバックありがとうございます😆
これからよろしくお願いします！😊","2020-02-29 10:00 +0000","28.0","1.0","0.03571428571428571","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233562991796219905","https://twitter.com/haruchannna/status/1233562991796219905","@imAVTILZyskxiU2 リプありがとうございます！😆💕
自信満々で散歩行ってきます！（笑）","2020-02-29 01:21 +0000","40.0","2.0","0.05","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233554448401567744","https://twitter.com/haruchannna/status/1233554448401567744","おはようございます✨
今日は怪獣を着て散歩に行きます🐶

ドヤァ🥴

#犬 #犬好きさんと繋がりたい #犬のいる暮らし #コスプレ https://t.co/VTXH3b4HGT","2020-02-29 00:47 +0000","1291.0","185.0","0.14329976762199845","1.0","4.0","125.0","22.0","0.0","2.0","7.0","0.0","0","0","1","0","0","23","23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233527283924819969","https://twitter.com/haruchannna/status/1233527283924819969","@TTBaynt ありがとうございます😊
ぽんちゃんもすごく可愛いですね💕
これからよろしくお願いします😆","2020-02-28 22:59 +0000","63.0","2.0","0.031746031746031744","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233526495404003332","https://twitter.com/haruchannna/status/1233526495404003332","@milk___0919 おはようございます😊
これからよろしくお願いします🤲","2020-02-28 22:56 +0000","47.0","2.0","0.0425531914893617","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233526342609776641","https://twitter.com/haruchannna/status/1233526342609776641","@imAVTILZyskxiU2 リプありがとうございます😊
こちらこそ、よろしくお願いします！","2020-02-28 22:56 +0000","42.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233526078477565952","https://twitter.com/haruchannna/status/1233526078477565952","@elchamolife リプありがとうございます😊
やっぱり1人だとそうなんですね、、もう一匹飼おうかなぁ、でも私が居ない時にケンカしたりして大変そうだなぁなんて考えてます😂","2020-02-28 22:55 +0000","20.0","1.0","0.05","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233356288010018816","https://twitter.com/haruchannna/status/1233356288010018816","どすこいどすこい✋

ちょっと休憩…

からの、どすこいどすこい🙌

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/YCg03HCDig","2020-02-28 11:40 +0000","2461.0","263.0","0.10686712718407151","6.0","3.0","150.0","39.0","0.0","0.0","13.0","0.0","0","0","0","0","0","491","52","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233217557429026816","https://twitter.com/haruchannna/status/1233217557429026816","近寄るととりあえず寝たフリをするみるく🤥🤣

#犬 #犬好きな人と繋がりたい #犬のいる暮らし #トイプードル https://t.co/76Pek1HWIh","2020-02-28 02:29 +0000","777.0","126.0","0.16216216216216217","2.0","1.0","82.0","10.0","0.0","0.0","7.0","0.0","0","0","0","0","0","185","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233213753086234624","https://twitter.com/haruchannna/status/1233213753086234624","@yume_miki こちらこそありがとうございます😊","2020-02-28 02:14 +0000","46.0","1.0","0.021739130434782608","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233213532629397506","https://twitter.com/haruchannna/status/1233213532629397506","たぶん悪いことを企んでいるみるく

#犬 #犬好きさんと繋がりたい #いぬいどんどんすきになる #トイプードル https://t.co/ZHq0GSq17W","2020-02-28 02:13 +0000","1035.0","141.0","0.13623188405797101","2.0","1.0","48.0","19.0","0.0","0.0","12.0","0.0","0","0","0","0","0","59","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233199098909446146","https://twitter.com/haruchannna/status/1233199098909446146","試しに私が部屋に居ない時を撮影してみたら、すぐにうんち（笑）

その後にはほとんど同じ所で頭を上げたり下げたり。
もしかしたら私が家にいない時、ずっとこんな風につまらなさそうに寝てるだけなのかなぁ😢

#犬好きさんと繋がりたい #犬好きな人と繋がりたい #犬のいる暮らし #いぬ #犬 https://t.co/kMKRupTrqe","2020-02-28 01:15 +0000","1451.0","218.0","0.15024121295658166","5.0","2.0","105.0","23.0","1.0","3.0","15.0","0.0","0","0","0","0","0","437","64","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233189731682250752","https://twitter.com/haruchannna/status/1233189731682250752","おはようございます！✨
枕の上でもうちょい寝たいみるくです🐶
#犬好きさんと繋がりたい #犬のいる暮らし #犬好きな人と繋がりたい #いぬいどんどんすきになる #いぬ https://t.co/hlN4cgCCdn","2020-02-28 00:38 +0000","430.0","66.0","0.15348837209302327","0.0","0.0","30.0","2.0","0.0","2.0","1.0","0.0","0","0","0","0","0","31","31","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233096882202632192","https://twitter.com/haruchannna/status/1233096882202632192","新型コロナウイルスは犬に感染する？看護師が調べてみた #犬好きさんと繋がりたい #犬 #トイプードル https://t.co/RSxR5x51Ys","2020-02-27 18:29 +0000","1790.0","120.0","0.0670391061452514","4.0","0.0","72.0","2.0","37.0","3.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233058070160273409","https://twitter.com/haruchannna/status/1233058070160273409","@sena_1_1_0 爆睡なんです😂
セナちゃんは足元派なんですね!
セナちゃんママをしっかり尊敬されてる証拠ですね💞🥰","2020-02-27 15:55 +0000","37.0","1.0","0.02702702702702703","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233013357029904384","https://twitter.com/haruchannna/status/1233013357029904384","#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/R8mixOVVqs","2020-02-27 12:57 +0000","263.0","16.0","0.060836501901140684","1.0","0.0","12.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1233002737098350592","https://twitter.com/haruchannna/status/1233002737098350592","うとうと‥😪

みるくはいつも私の頭元で寝ます💓
飼い主の頭元で寝るのは、飼い主のことを妹分のように思っていて、守ろうとしているからなのだそうです🥰

ちなみに、足元で寝るのは
頼れるリーダーだと思っているからみたい。
もしかしたら、舐められてるのかも🤣

♯犬の豆知識♯犬♯トイプードル https://t.co/i74oIUPR0M","2020-02-27 12:15 +0000","1038.0","132.0","0.12716763005780346","3.0","2.0","89.0","19.0","0.0","0.0","6.0","0.0","0","0","0","0","0","272","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1232662455613968386","https://twitter.com/haruchannna/status/1232662455613968386","だるいなぁ…。

 #犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/ll7bHLXyGO","2020-02-26 13:43 +0000","1653.0","171.0","0.10344827586206896","3.0","1.0","101.0","17.0","0.0","5.0","6.0","0.0","0","0","0","0","0","310","38","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231587206407454721","https://twitter.com/haruchannna/status/1231587206407454721","ブログ更新しました!💞🙌

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい

👇🏻こちらから🐶
https://t.co/D3xWpWAX4o https://t.co/NylgjsScyn","2020-02-23 14:30 +0000","234.0","30.0","0.1282051282051282","0.0","0.0","17.0","4.0","3.0","0.0","0.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231547475699232769","https://twitter.com/haruchannna/status/1231547475699232769","@fever7659 こちらからこそフォローありがとうございます😊
よろしくお願いします😍","2020-02-23 11:52 +0000","11.0","4.0","0.36363636363636365","0.0","0.0","1.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231546621080428544","https://twitter.com/haruchannna/status/1231546621080428544","@normalifeagency コメントありがとうございます😊
かわいいですよね❤️
ずっと一緒にいたら考えている事もなんとなくわかる気がしてきてさらに愛おしく感じちゃいます☺️","2020-02-23 11:49 +0000","17.0","1.0","0.058823529411764705","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231500997752541184","https://twitter.com/haruchannna/status/1231500997752541184","写真見返してたら
懐かしいの出てきたやつ🥰
私の季節ハズレの服装笑","2020-02-23 08:48 +0000","463.0","6.0","0.012958963282937365","1.0","0.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231500682697404416","https://twitter.com/haruchannna/status/1231500682697404416","不安な顔😥

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/e2Z4KlO9Eo","2020-02-23 08:46 +0000","388.0","69.0","0.17783505154639176","0.0","2.0","35.0","8.0","0.0","1.0","0.0","0.0","0","0","0","0","0","23","23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231074952725426176","https://twitter.com/haruchannna/status/1231074952725426176","@wkjv4B52V6ua9GP ありがとうございます💞😂","2020-02-22 04:35 +0000","71.0","1.0","0.014084507042253521","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1231074608960294912","https://twitter.com/haruchannna/status/1231074608960294912","切ってる途中カット✂️

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/jkT70J4Q8I","2020-02-22 04:33 +0000","1455.0","152.0","0.10446735395189004","4.0","1.0","80.0","11.0","0.0","5.0","11.0","0.0","0","0","0","0","0","288","40","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230788880510513154","https://twitter.com/haruchannna/status/1230788880510513154","むしゃむしゃ😋

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/Ui268C8r2q","2020-02-21 09:38 +0000","517.0","62.0","0.11992263056092843","0.0","1.0","42.0","4.0","0.0","1.0","5.0","0.0","0","0","0","0","0","99","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230786984366362624","https://twitter.com/haruchannna/status/1230786984366362624","@wkjv4B52V6ua9GP ありがとうございます🥰
フォローありがとうございます💞
よろしくお願いします😊","2020-02-21 09:30 +0000","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230685160636481536","https://twitter.com/haruchannna/status/1230685160636481536","🙋‍♀️『散歩行こっか!』
🐶『...…うんっ』
必ずいつも数秒静止します笑

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/xZGQc6a1hq","2020-02-21 02:46 +0000","626.0","88.0","0.14057507987220447","1.0","4.0","44.0","6.0","0.0","0.0","10.0","0.0","0","0","0","0","0","141","23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230503783626469376","https://twitter.com/haruchannna/status/1230503783626469376","#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい","2020-02-20 14:45 +0000","186.0","3.0","0.016129032258064516","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230502171629637632","https://twitter.com/haruchannna/status/1230502171629637632","おやしゅみ〜(*´ο`*) https://t.co/ZjtHFv5cv8","2020-02-20 14:39 +0000","348.0","55.0","0.15804597701149425","2.0","2.0","36.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","12","12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230411841475493888","https://twitter.com/haruchannna/status/1230411841475493888","今日のみるくさん🐶
何かをたくらんでるような
不気味な笑みを浮かべてるような😦

⚠️笑い声は気にしないで下さい⚠️
#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/WOYQIINlN3","2020-02-20 08:40 +0000","1957.0","170.0","0.08686765457332651","5.0","1.0","94.0","18.0","1.0","8.0","9.0","0.0","0","0","0","0","0","398","34","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1230341600309432320","https://twitter.com/haruchannna/status/1230341600309432320","@kanakanakana733 可愛いですね🥰
フォローありがとうございます💞
トイプードルを飼ってます☺️
よろしくお願いします🙇‍♀️","2020-02-20 04:01 +0000","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
