ツイート本文,ツイート本文_x,時間,media_exist,reply_flg,URLクリック数,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,ハッシュタグクリック,フォローしている,メディアのエンゲージメント数,メディアの再生数,ユーザープロフィールクリック,詳細クリック,返信,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
お気に入りのブランケットに鼻を突っ込むのにハマっております https://t.co/JWK2HzvVaG,お気に入りのブランケットに鼻を突っ込むのにハマっております ,2020-10-19 14:48:00+00:00,True,False,21.0,1188.0,59.0,19727.0,2529.0,0.1281999290312769,0.0,0,572,4747,226.0,450.0,13.0,30,20201019,2020,10,19,14,0,43
@ue260227 ありがとうございます😊, ありがとうございます😊,2020-10-19 14:43:00+00:00,False,True,0.0,1.0,0.0,58.0,2.0,0.0344827586206896,0.0,0,0,0,0.0,0.0,1.0,12,20201019,2020,10,19,14,0,43
@ue260227 知らない人達に囲まれて寂しかったのか、布団を噛んで自分を落ち着けようとしてます😭, 知らない人達に囲まれて寂しかったのか、布団を噛んで自分を落ち着けようとしてます😭,2020-10-19 06:44:00+00:00,False,True,0.0,2.0,0.0,91.0,3.0,0.0329670329670329,0.0,0,0,0,0.0,0.0,1.0,41,20201019,2020,10,19,6,0,43
"カットしました✂️
足先短め🐶 https://t.co/pqDbMUHuGV",カットしました✂️ 足先短め🐶 ,2020-10-19 06:12:00+00:00,True,False,4.0,408.0,6.0,4490.0,591.0,0.1316258351893095,0.0,0,68,1103,51.0,49.0,5.0,16,20201019,2020,10,19,6,0,43
"@IamI_hasucocoro ありがとうございます🥰
参考にさせて頂きます💞", ありがとうございます🥰 参考にさせて頂きます💞,2020-10-18 16:43:00+00:00,False,True,0.0,1.0,0.0,48.0,1.0,0.0208333333333333,0.0,0,0,0,0.0,0.0,0.0,24,20201018,2020,10,18,16,6,42
"@IamI_hasucocoro お座りは単独で出来ます!
なるほどですね!!
威厳を持って指示してみます😂
アドバイスありがとうございます🥰", お座りは単独で出来ます なるほどですね 威厳を持って指示してみます😂 アドバイスありがとうございます🥰,2020-10-17 04:37:00+00:00,False,True,0.0,1.0,0.0,68.0,2.0,0.0294117647058823,0.0,0,0,0,0.0,0.0,1.0,52,20201017,2020,10,17,4,5,42
@IamI_hasucocoro なかなか難しいです😂, なかなか難しいです😂,2020-10-16 22:59:00+00:00,False,True,0.0,1.0,0.0,54.0,3.0,0.0555555555555555,0.0,0,0,0,0.0,1.0,1.0,11,20201016,2020,10,16,22,4,42
"最近「ふせ」を覚えてきました！
次は「ふせ」から「おすわり」に戻るのを覚えさせたい笑笑😆 https://t.co/voj0zqlxet",最近「ふせ」を覚えてきました 次は「ふせ」から「おすわり」に戻るのを覚えさせたい笑笑😆 ,2020-10-12 06:51:00+00:00,True,False,4.0,321.0,3.0,3747.0,560.0,0.1494528956498532,0.0,0,83,961,45.0,100.0,4.0,44,20201012,2020,10,12,6,0,42
@kimama_yasei そうなんです！もうすぐ萎れるので今のうちです😊, そうなんですもうすぐ萎れるので今のうちです😊,2020-10-11 14:41:00+00:00,False,True,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,23,20201011,2020,10,11,14,6,41
@TAGO88952994 わかります！わんちゃんは表情が出るから可愛いんですよね😊, わかりますわんちゃんは表情が出るから可愛いんですよね😊,2020-10-11 10:26:00+00:00,False,True,0.0,1.0,0.0,62.0,1.0,0.0161290322580645,0.0,0,0,0,0.0,0.0,0.0,28,20201011,2020,10,11,10,6,41
"リクエスト頂いたので、昨日のひまわり畑の写真をアップしました！

ももちゃんさん、ありがとうございます😊

あれだけ頑張ったけど、ほとんど同じような写真しか撮れてませんでした😭 https://t.co/NJitNoVie7 https://t.co/d3SQh1lzcc",リクエスト頂いたので、昨日のひまわり畑の写真をアップしました  ももちゃんさん、ありがとうございます😊  あれだけ頑張ったけど、ほとんど同じような写真しか撮れてませんでした😭  ,2020-10-11 08:09:00+00:00,True,False,3.0,99.0,2.0,2718.0,389.0,0.1431199411331861,0.0,0,227,227,16.0,40.0,2.0,89,20201011,2020,10,11,8,6,41
"@kaoko78013868 銀之助くん、よろしくお願いします☺️

お褒めの言葉ありがとうございます😊
みるくはちょっと困り顔でしたが、、笑笑", 銀之助くん、よろしくお願いします☺️  お褒めの言葉ありがとうございます😊 みるくはちょっと困り顔でしたが、、笑笑,2020-10-11 08:04:00+00:00,False,True,0.0,2.0,0.0,201.0,4.0,0.0199004975124378,0.0,0,0,0,1.0,0.0,1.0,58,20201011,2020,10,11,8,6,41
@tibinotomoko 撮影裏はだいたいいつもこんな感じです笑😆, 撮影裏はだいたいいつもこんな感じです笑😆,2020-10-11 08:04:00+00:00,False,True,0.0,2.0,0.0,59.0,2.0,0.0338983050847457,0.0,0,0,0,0.0,0.0,0.0,21,20201011,2020,10,11,8,6,41
@santemafi 気付いたら腕がプルプルしてました笑笑😆, 気付いたら腕がプルプルしてました笑笑😆,2020-10-11 08:02:00+00:00,False,True,0.0,2.0,0.0,43.0,2.0,0.0465116279069767,0.0,0,0,0,0.0,0.0,0.0,20,20201011,2020,10,11,8,6,41
"@Shinji_0906 @Shuka0821 いえ、これは福岡の朝倉で撮影しました😊
静岡は綺麗なひまわり畑があるんですね！行ってみたい😆",  いえ、これは福岡の朝倉で撮影しました😊 静岡は綺麗なひまわり畑があるんですね行ってみたい😆,2020-10-11 08:01:00+00:00,False,True,0.0,1.0,0.0,149.0,3.0,0.0201342281879194,0.0,0,0,0,1.0,0.0,1.0,47,20201011,2020,10,11,8,6,41
@F8zlW52vUAlpPGo はじめまして！そうです、バサロの前😆, はじめましてそうです、バサロの前😆,2020-10-11 08:00:00+00:00,False,True,0.0,2.0,0.0,78.0,5.0,0.0641025641025641,0.0,0,0,0,2.0,0.0,1.0,18,20201011,2020,10,11,8,6,41
"@hanakajitsu001 ありがとうございます😊
そう言って頂けると頑張った甲斐があります^_^笑笑", ありがとうございます😊 そう言って頂けると頑張った甲斐があります笑笑,2020-10-11 07:59:00+00:00,False,True,0.0,2.0,0.0,56.0,3.0,0.0535714285714285,0.0,0,0,0,1.0,0.0,0.0,35,20201011,2020,10,11,7,6,41
"@oEk4rX2qaIjfldR リクエストありがとうございます😊
あれだけ頑張って、このツイートの一個前の写真が一番綺麗なんですが、一応アップしますね^_^笑", リクエストありがとうございます😊 あれだけ頑張って、このツイートの一個前の写真が一番綺麗なんですが、一応アップしますね笑,2020-10-11 07:58:00+00:00,False,True,0.0,2.0,0.0,318.0,26.0,0.0817610062893081,0.0,0,0,0,24.0,0.0,0.0,61,20201011,2020,10,11,7,6,41
"みるくはワンコと仲良く出来ないんです、人にはすごく懐くんですが、、。

わんちゃん達と仲良くできる良い方法ってないのかなぁ😥 https://t.co/332FLnksVb",みるくはワンコと仲良く出来ないんです、人にはすごく懐くんですが、、。  わんちゃん達と仲良くできる良い方法ってないのかなぁ😥 ,2020-10-11 07:56:00+00:00,True,False,7.0,256.0,3.0,3499.0,552.0,0.1577593598170906,0.0,0,117,931,62.0,106.0,1.0,63,20201011,2020,10,11,7,6,41
@fluffy_tweet 可愛い😍, 可愛い😍,2020-10-10 16:23:00+00:00,False,True,0.0,1.0,0.0,57.0,2.0,0.0350877192982456,0.0,0,0,0,1.0,0.0,0.0,5,20201010,2020,10,10,16,5,41
@AP73mTFPfDtI0lX そうなんですよ😊もう寒くなってきたのにまだ頑張ってます😆, そうなんですよ😊もう寒くなってきたのにまだ頑張ってます😆,2020-10-10 16:22:00+00:00,False,True,0.0,1.0,0.0,81.0,1.0,0.0123456790123456,0.0,0,0,0,0.0,0.0,0.0,29,20201010,2020,10,10,16,5,41
"たしかに😆
気付いたら頑張ってて息が上がっちゃってます笑笑 https://t.co/VVw332bNU2",たしかに😆 気付いたら頑張ってて息が上がっちゃってます笑笑 ,2020-10-10 16:19:00+00:00,True,False,0.0,16.0,1.0,2216.0,27.0,0.0121841155234657,0.0,0,0,0,5.0,5.0,0.0,30,20201010,2020,10,10,16,5,41
"幸せと幸福のプレゼント、、、素敵です😊
楽しかった思い出は出来るだけそのまま写真に残したいです😆 https://t.co/KX6AVKleqv",幸せと幸福のプレゼント、、、素敵です😊 楽しかった思い出は出来るだけそのまま写真に残したいです😆 ,2020-10-10 16:18:00+00:00,True,False,0.0,17.0,0.0,2033.0,33.0,0.0162321692080668,0.0,0,0,0,8.0,8.0,0.0,49,20201010,2020,10,10,16,5,41
"@vwpImOtkuWyepH4 みなさんわかって頂けてたら親近感湧きますね😊
ワンコ達からすると迷惑なのかな〜😣", みなさんわかって頂けてたら親近感湧きますね😊 ワンコ達からすると迷惑なのかな〜😣,2020-10-10 14:03:00+00:00,False,True,0.0,3.0,0.0,725.0,9.0,0.0124137931034482,0.0,0,0,0,6.0,0.0,0.0,41,20201010,2020,10,10,14,5,41
@TAGO88952994 同じことやっちゃいますか？仲間ですね✨, 同じことやっちゃいますか仲間ですね✨,2020-10-10 14:03:00+00:00,False,True,0.0,2.0,0.0,614.0,12.0,0.019543973941368,0.0,0,0,0,8.0,1.0,1.0,19,20201010,2020,10,10,14,5,41
"@my963 なりますね😂
みるくを映えさせるのも大変です笑", なりますね😂 みるくを映えさせるのも大変です笑,2020-10-10 14:01:00+00:00,False,True,0.0,2.0,0.0,389.0,7.0,0.0179948586118251,0.0,0,0,0,5.0,0.0,0.0,24,20201010,2020,10,10,14,5,41
@itsumo_channel 気付いたら頑張っちゃってますよね笑😊, 気付いたら頑張っちゃってますよね笑😊,2020-10-10 14:00:00+00:00,False,True,0.0,2.0,0.0,203.0,2.0,0.0098522167487684,0.0,0,0,0,0.0,0.0,0.0,19,20201010,2020,10,10,14,5,41
@Deuxfraises ありがとうございます😊, ありがとうございます😊,2020-10-10 14:00:00+00:00,False,True,0.0,2.0,0.0,146.0,2.0,0.0136986301369863,0.0,0,0,0,0.0,0.0,0.0,12,20201010,2020,10,10,14,5,41
"@8beeOpoo ほっこりさせられたなんて😆
光栄です！", ほっこりさせられたなんて😆 光栄です,2020-10-10 13:59:00+00:00,False,True,0.0,2.0,0.0,262.0,3.0,0.0114503816793893,0.0,0,0,0,1.0,0.0,0.0,19,20201010,2020,10,10,13,5,41
"@liffyMC リーフィーさんも同じですか😆
仲間ですね✨", リーフィーさんも同じですか😆 仲間ですね✨,2020-10-10 13:59:00+00:00,False,True,0.0,2.0,0.0,217.0,2.0,0.0092165898617511,0.0,0,0,0,0.0,0.0,0.0,22,20201010,2020,10,10,13,5,41
"@DogInFamily0902 いえいえ、そんな😆
完全に我流です笑", いえいえ、そんな😆 完全に我流です笑,2020-10-10 13:58:00+00:00,False,True,0.0,2.0,0.0,318.0,4.0,0.0125786163522012,0.0,0,0,0,2.0,0.0,0.0,19,20201010,2020,10,10,13,5,41
"@jottyan そうなんですよ〜笑
必死です😆", そうなんですよ〜笑 必死です😆,2020-10-10 13:57:00+00:00,False,True,0.0,2.0,0.0,699.0,11.0,0.0157367668097281,0.0,0,0,0,5.0,3.0,1.0,16,20201010,2020,10,10,13,5,41
"@80yuzumama5580 なります😆笑
みんなで協力して、気づいたら全力を尽くしてます笑", なります😆笑 みんなで協力して、気づいたら全力を尽くしてます笑,2020-10-10 13:57:00+00:00,False,True,0.0,1.0,0.0,314.0,1.0,0.0031847133757961,0.0,0,0,0,0.0,0.0,0.0,32,20201010,2020,10,10,13,5,41
インスタ映え頑張る姿必死すぎw https://t.co/i6qAZ2KRMj,インスタ映え頑張る姿必死すぎ ,2020-10-10 09:46:00+00:00,True,False,68.0,1582.0,64.0,55422.0,13579.0,0.2450110064595287,0.0,0,7759,7759,1365.0,2716.0,25.0,15,20201010,2020,10,10,9,5,41
@tibinotomoko 仕事からの疲れがぶっ飛びます😳, 仕事からの疲れがぶっ飛びます😳,2020-10-10 08:38:00+00:00,False,True,0.0,1.0,0.0,49.0,1.0,0.0204081632653061,0.0,0,0,0,0.0,0.0,0.0,16,20201010,2020,10,10,8,5,41
@fluffy_tweet 速いですね🤣, 速いですね🤣,2020-10-10 08:36:00+00:00,False,True,0.0,1.0,0.0,45.0,2.0,0.0444444444444444,0.0,0,0,0,0.0,0.0,1.0,7,20201010,2020,10,10,8,5,41
"今日はひまわり畑に行きました🌼🌼
弟くんがしっかりみるくを持ってくれてるww
#写真の裏側 #必死 https://t.co/YA4oYDqZtC",今日はひまわり畑に行きました🌼🌼 弟くんがしっかりみるくを持ってくれてる 写真の裏側 必死 ,2020-10-10 08:35:00+00:00,True,False,4.0,389.0,6.0,6298.0,1434.0,0.2276913305811368,2.0,0,838,838,58.0,135.0,2.0,46,20201010,2020,10,10,8,5,41
@hitomin_rabi 嬉しくてたまらない🥺💞です🥺, 嬉しくてたまらない🥺💞です🥺,2020-10-10 08:35:00+00:00,False,True,0.0,2.0,0.0,46.0,3.0,0.0652173913043478,0.0,0,0,0,0.0,0.0,1.0,15,20201010,2020,10,10,8,5,41
またまたお迎えダッシュしてきてくれた🥺😍 https://t.co/SQYc2DGMXc,またまたお迎えダッシュしてきてくれた🥺😍 ,2020-10-10 00:56:00+00:00,True,False,4.0,534.0,13.0,6066.0,972.0,0.1602373887240356,0.0,0,230,1530,50.0,136.0,5.0,21,20201010,2020,10,10,0,5,41
@hitomin_rabi たしかにそうですね。。。おもちゃによってはガリガリ削ってたべちゃうようなのもあったりするので、私もおもちゃ選びは難しいと思います。😣, たしかにそうですね。。。おもちゃによってはガリガリ削ってたべちゃうようなのもあったりするので、私もおもちゃ選びは難しいと思います。😣,2020-10-09 07:53:00+00:00,False,True,0.0,1.0,0.0,26.0,1.0,0.0384615384615384,0.0,0,0,0,0.0,0.0,0.0,67,20201009,2020,10,9,7,4,41
"@hitomin_rabi 重いですね😥
みるくはドーナツくわえきれずに紐のところばっかりで遊んでますw
クリスマスプレゼントとは!!
いいですね🥰
その手があった!ww", 重いですね😥 みるくはドーナツくわえきれずに紐のところばっかりで遊んでます クリスマスプレゼントとは いいですね🥰 その手があった,2020-10-09 00:37:00+00:00,False,True,0.0,1.0,0.0,41.0,2.0,0.048780487804878,0.0,0,0,0,0.0,0.0,1.0,66,20201009,2020,10,9,0,4,41
"わんこの雑誌「犬の気持ち」に付録でおもちゃがついてました😆

ミスドのフレンチクルーラーみたいなやつは硬いゴム製で、なかなか頑丈そう😙

お気に入りの一つになったようです🐶 https://t.co/AObWvhlLPN",わんこの雑誌「犬の気持ち」に付録でおもちゃがついてました😆  ミスドのフレンチクルーラーみたいなやつは硬いゴム製で、なかなか頑丈そう😙  お気に入りの一つになったようです🐶 ,2020-10-08 11:56:00+00:00,True,False,0.0,198.0,6.0,3286.0,387.0,0.1177723676202069,0.0,0,95,766,30.0,56.0,2.0,87,20201008,2020,10,8,11,3,41
じーーーーっ👀 https://t.co/nCopR662Ci,じーーーーっ👀 ,2020-10-08 10:11:00+00:00,True,False,0.0,405.0,9.0,4907.0,605.0,0.1232932545343387,0.0,0,75,802,59.0,57.0,0.0,8,20201008,2020,10,8,10,3,41
ロフトベッドから降りるのを邪魔したら激オコ🐶💢 https://t.co/6gPiWrbzGw,ロフトベッドから降りるのを邪魔したら激オコ🐶💢 ,2020-10-05 12:28:00+00:00,True,False,4.0,351.0,7.0,4469.0,701.0,0.1568583575744014,0.0,0,236,1211,42.0,61.0,0.0,24,20201005,2020,10,5,12,0,41
10月ゆうてもまだ暑いわん💦 https://t.co/2kLnn1PTds,月ゆうてもまだ暑いわん💦 ,2020-10-04 06:09:00+00:00,True,False,1.0,448.0,10.0,6130.0,749.0,0.1221859706362153,0.0,0,173,1257,55.0,61.0,1.0,13,20201004,2020,10,4,6,6,40
@marusan1002 おめでとうございます㊗️🎊, おめでとうございます㊗️🎊,2020-10-04 06:04:00+00:00,False,True,0.0,1.0,0.0,111.0,2.0,0.018018018018018,0.0,0,0,0,0.0,0.0,1.0,14,20201004,2020,10,4,6,6,40
@ZiE54BHUEKUHufE ほんと、そんな感じですね😂, ほんと、そんな感じですね😂,2020-10-03 12:43:00+00:00,False,True,0.0,1.0,0.0,16.0,1.0,0.0625,0.0,0,0,0,0.0,0.0,0.0,14,20201003,2020,10,3,12,5,40
@neonekobasu 偉かったです🥺, 偉かったです🥺,2020-10-03 12:41:00+00:00,False,True,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,20201003,2020,10,3,12,5,40
注射されてもお利口さんでした🐶 https://t.co/s6QvZblyIw,注射されてもお利口さんでした🐶 ,2020-10-03 04:22:00+00:00,True,False,0.0,615.0,20.0,7952.0,1018.0,0.1280181086519114,0.0,0,178,2066,83.0,114.0,8.0,16,20201003,2020,10,3,4,5,40
"@ZiE54BHUEKUHufE どうでしょう?
でも、沢山いました🐢
繁殖したんでしょうか🙄", どうでしょう でも、沢山いました🐢 繁殖したんでしょうか🙄,2020-10-03 01:49:00+00:00,False,True,0.0,2.0,0.0,56.0,5.0,0.0892857142857142,0.0,0,0,0,1.0,1.0,1.0,30,20201003,2020,10,3,1,5,40
@jottyan ほんと、みるくが近づいたらすぐ会いに来てくれました👐💞, ほんと、みるくが近づいたらすぐ会いに来てくれました👐💞,2020-10-02 13:58:00+00:00,False,True,0.0,2.0,0.0,60.0,3.0,0.05,0.0,0,0,0,0.0,1.0,0.0,28,20201002,2020,10,2,13,4,40
@1999Sleeper めぇ〜は、私も気になってたんですが結局何だったのか分かんなかったです😂, めぇ〜は、私も気になってたんですが結局何だったのか分かんなかったです😂,2020-10-02 13:57:00+00:00,False,True,0.0,2.0,0.0,60.0,3.0,0.05,0.0,0,0,0,0.0,0.0,1.0,36,20201002,2020,10,2,13,4,40
公園に亀がいました🐢💕 https://t.co/sSW8zWf8nB,公園に亀がいました🐢💕 ,2020-10-02 12:51:00+00:00,True,False,2.0,465.0,12.0,6323.0,793.0,0.1254151510359006,0.0,0,163,1615,45.0,102.0,4.0,12,20201002,2020,10,2,12,4,40
@kacomecoco 理解しようとしてくれてるのかもしれません😆, 理解しようとしてくれてるのかもしれません😆,2020-10-02 08:53:00+00:00,False,True,0.0,1.0,0.0,47.0,1.0,0.0212765957446808,0.0,0,0,0,0.0,0.0,0.0,22,20201002,2020,10,2,8,4,40
一緒にAmazonプライムでSPECを見てます🎦 https://t.co/C9hyhrTTfJ,一緒にプライムでを見てます🎦 ,2020-10-01 11:46:00+00:00,True,False,0.0,480.0,10.0,6989.0,751.0,0.1074545714694519,0.0,0,94,1444,72.0,92.0,3.0,15,20201001,2020,10,1,11,3,40
@v1sQn2lLTptiHyf 4枚目だけ「へっ！」って感じですね😆, 枚目だけ「へっ」って感じですね😆,2020-10-01 10:04:00+00:00,False,True,0.0,1.0,0.0,210.0,7.0,0.0333333333333333,0.0,0,0,0,5.0,0.0,1.0,17,20201001,2020,10,1,10,3,40
"@kimama_yasei たじたじになっちゃいました😂
可愛いなんて、ありがとうございます😊", たじたじになっちゃいました😂 可愛いなんて、ありがとうございます😊,2020-10-01 10:03:00+00:00,False,True,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,34,20201001,2020,10,1,10,3,40
"@axrhHwh2OWYkLyB ありがとうございます😊
れこちゃんもほんとに可愛いですね😍フォロー返させて頂きました^_^
これからよろしくお願いします🤲", ありがとうございます😊 れこちゃんもほんとに可愛いですね😍フォロー返させて頂きました これからよろしくお願いします🤲,2020-10-01 10:02:00+00:00,False,True,0.0,1.0,0.0,80.0,3.0,0.0375,0.0,0,0,0,2.0,0.0,0.0,59,20201001,2020,10,1,10,3,40
"@RangeNatsu そうなんですね。オクラとかトマトも確かに良さそうな気がします😂
私もみるくのためにもっと勉強しないとな🙂", そうなんですね。オクラとかトマトも確かに良さそうな気がします😂 私もみるくのためにもっと勉強しないとな🙂,2020-10-01 10:00:00+00:00,False,True,0.0,1.0,0.0,77.0,2.0,0.0259740259740259,0.0,0,0,0,1.0,0.0,0.0,53,20201001,2020,10,1,10,3,40
@RangeNatsu そうですよね〜、分量に気を付けます^_^, そうですよね〜、分量に気を付けます,2020-10-01 05:38:00+00:00,False,True,0.0,1.0,0.0,175.0,3.0,0.0171428571428571,0.0,0,0,0,1.0,0.0,1.0,18,20201001,2020,10,1,5,3,40
@co3MvtgEz08C9i9 ご心配ありがとうございます😊調べたところ一応分量にだけ気をつければ大丈夫のようです🙆‍♂️, ご心配ありがとうございます😊調べたところ一応分量にだけ気をつければ大丈夫のようです🙆‍♂️,2020-10-01 05:37:00+00:00,False,True,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,46,20201001,2020,10,1,5,3,40
🐶梅干し酸っぱ過ぎるよ😂 https://t.co/0KyBJhfgrA,🐶梅干し酸っぱ過ぎるよ😂 ,2020-10-01 01:27:00+00:00,True,False,8.0,342.0,7.0,6559.0,944.0,0.1439243787162677,0.0,0,127,1421,87.0,369.0,4.0,13,20201001,2020,10,1,1,3,40
ワニみたい🐊 https://t.co/PhXjnFyRln,ワニみたい🐊 ,2020-09-28 10:57:00+00:00,True,False,5.0,462.0,4.0,6991.0,781.0,0.1117150622228579,0.0,0,134,1557,53.0,123.0,0.0,7,20200928,2020,9,28,10,0,40
@milk_pudol この後飼い主は目が回ってました🤣, この後飼い主は目が回ってました🤣,2020-09-27 08:34:00+00:00,False,True,0.0,1.0,0.0,30.0,1.0,0.0333333333333333,0.0,0,0,0,0.0,0.0,0.0,17,20200927,2020,9,27,8,6,39
エンドレスくるくる回転🤩 https://t.co/HX1b8rj5Wf,エンドレスくるくる回転🤩 ,2020-09-27 02:09:00+00:00,True,False,0.0,303.0,4.0,2735.0,469.0,0.1714808043875685,0.0,0,83,897,42.0,36.0,1.0,13,20200927,2020,9,27,2,6,39
"@1999Sleeper 了解しました👐
少々お待ち下さい🤩", 了解しました👐 少々お待ち下さい🤩,2020-09-26 14:49:00+00:00,False,True,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18,20200926,2020,9,26,14,5,39
"@usagi_lovechan2 ありがとうございます😍
よろしくお願いいたします💞", ありがとうございます😍 よろしくお願いいたします💞,2020-09-26 11:54:00+00:00,False,True,0.0,0.0,0.0,35.0,4.0,0.1142857142857142,0.0,0,0,0,3.0,0.0,1.0,26,20200926,2020,9,26,11,5,39
"@ChachacoR ありがとうございます😍
これから仲良くして頂けたら嬉しいです💞
よろしくお願いいたします☺️", ありがとうございます😍 これから仲良くして頂けたら嬉しいです💞 よろしくお願いいたします☺️,2020-09-26 11:54:00+00:00,False,True,0.0,1.0,0.0,43.0,3.0,0.0697674418604651,0.0,0,0,0,1.0,0.0,1.0,47,20200926,2020,9,26,11,5,39
@AP73mTFPfDtI0lX ほんと、ウインクですね💞, ほんと、ウインクですね💞,2020-09-26 11:54:00+00:00,False,True,0.0,1.0,0.0,17.0,1.0,0.0588235294117647,0.0,0,0,0,0.0,0.0,0.0,13,20200926,2020,9,26,11,5,39
"@shintanmomotan お分かりいただける方がいて嬉しいです😍
ありがとうございます💞", お分かりいただける方がいて嬉しいです😍 ありがとうございます💞,2020-09-26 11:54:00+00:00,False,True,0.0,1.0,0.0,15.0,1.0,0.0666666666666666,0.0,0,0,0,0.0,0.0,0.0,32,20200926,2020,9,26,11,5,39
@shintanmomotan ありがとうございます😊, ありがとうございます😊,2020-09-26 10:49:00+00:00,False,True,0.0,1.0,0.0,49.0,1.0,0.0204081632653061,0.0,0,0,0,0.0,0.0,0.0,12,20200926,2020,9,26,10,5,39
@1999Sleeper 🐶終わり良ければ全てよしがモットーだわん, 🐶終わり良ければ全てよしがモットーだわん,2020-09-26 10:49:00+00:00,False,True,0.0,1.0,0.0,56.0,2.0,0.0357142857142857,0.0,0,0,0,0.0,0.0,1.0,21,20200926,2020,9,26,10,5,39
🐶ドレミの歌弾いてみました https://t.co/figgIwfYnL,🐶ドレミの歌弾いてみました ,2020-09-26 09:12:00+00:00,True,False,1.0,472.0,18.0,7841.0,970.0,0.1237087106236449,0.0,0,268,1735,68.0,141.0,2.0,14,20200926,2020,9,26,9,5,39
片目だけチラッ https://t.co/Ys8FIR4NFg,片目だけチラッ ,2020-09-24 10:36:00+00:00,True,False,7.0,385.0,5.0,4464.0,556.0,0.1245519713261648,0.0,0,66,66,56.0,33.0,4.0,8,20200924,2020,9,24,10,3,39
"@4Kj5RgyprZUzL6T 寝てそうで目は開いてました😂
画像ありがとうございます!!😍
可愛いです🥺💞
めちゃくちゃ嬉しいです🥺", 寝てそうで目は開いてました😂 画像ありがとうございます😍 可愛いです🥺💞 めちゃくちゃ嬉しいです🥺,2020-09-23 12:13:00+00:00,False,True,0.0,1.0,0.0,29.0,4.0,0.1379310344827586,0.0,0,0,0,2.0,0.0,1.0,50,20200923,2020,9,23,12,2,39
不動な監督さん👐 https://t.co/3LglZDYNLj,不動な監督さん👐 ,2020-09-23 01:30:00+00:00,True,False,1.0,272.0,4.0,3539.0,539.0,0.1523029104266742,0.0,0,189,917,25.0,47.0,1.0,9,20200923,2020,9,23,1,2,39
@coco20170416 大変ですけど可愛くて相手しちゃうんですよね😂, 大変ですけど可愛くて相手しちゃうんですよね😂,2020-09-23 01:25:00+00:00,False,True,0.0,1.0,0.0,31.0,2.0,0.064516129032258,0.0,0,0,0,0.0,0.0,1.0,23,20200923,2020,9,23,1,2,39
"@1999Sleeper 面白くて永遠に鑑賞してます🤣
Netflixで観れるのでおすすめです😊", 面白くて永遠に鑑賞してます🤣 で観れるのでおすすめです😊,2020-09-22 05:50:00+00:00,False,True,0.0,1.0,0.0,92.0,4.0,0.0434782608695652,0.0,0,0,0,0.0,2.0,1.0,29,20200922,2020,9,22,5,1,39
"@1999Sleeper 声優さんは分かりませんが、
宇宙兄弟です😊", 声優さんは分かりませんが、 宇宙兄弟です😊,2020-09-22 05:08:00+00:00,False,True,0.0,1.0,0.0,41.0,4.0,0.0975609756097561,0.0,0,0,0,0.0,2.0,1.0,22,20200922,2020,9,22,5,1,39
"@1999Sleeper お経🤣🤣
アニメを流していたその音ですね!", お経🤣🤣 アニメを流していたその音ですね,2020-09-22 03:21:00+00:00,False,True,0.0,1.0,0.0,76.0,2.0,0.0263157894736842,0.0,0,0,0,0.0,0.0,1.0,21,20200922,2020,9,22,3,1,39
お昼寝しようかなぁ〜 https://t.co/frWpDVD65j,お昼寝しようかなぁ〜 ,2020-09-22 02:12:00+00:00,True,False,4.0,725.0,12.0,11591.0,1136.0,0.098007074454318,0.0,0,134,2259,109.0,150.0,2.0,11,20200922,2020,9,22,2,1,39
"ISLAND長崎に行った時の動画を編集したいのに無くなっちゃった〜😭
僕の動画どこいっちゃったのよー😣 https://t.co/IXPWVoQiIN",長崎に行った時の動画を編集したいのに無くなっちゃった〜😭 僕の動画どこいっちゃったのよー😣 ,2020-09-21 03:51:00+00:00,True,False,2.0,480.0,8.0,7754.0,733.0,0.0945318545266959,0.0,0,83,1576,68.0,92.0,0.0,46,20200921,2020,9,21,3,0,39
"@1999Sleeper @YouTube ご視聴ありがとうございます🥰
お試しサイズ出して欲しいですね💞",  ご視聴ありがとうございます🥰 お試しサイズ出して欲しいですね💞,2020-09-20 13:05:00+00:00,False,True,0.0,1.0,0.0,30.0,2.0,0.0666666666666666,0.0,0,0,0,0.0,0.0,1.0,33,20200920,2020,9,20,13,6,38
ブッチをトイプードルに食べさせてみた食レポupしました！参考になれば幸いです☺️https://t.co/XKfoLhrwOR @YouTubeより,ブッチをトイプードルに食べさせてみた食レポしました参考になれば幸いです☺️ より,2020-09-20 10:49:00+00:00,True,True,3.0,16.0,0.0,686.0,40.0,0.0583090379008746,0.0,0,4,4,7.0,9.0,1.0,40,20200920,2020,9,20,10,6,38
