"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1267008188211068929","https://twitter.com/haruchannna/status/1267008188211068929","@bari19191 こちらこそありがとうございます💞
元気いっぱいな毎日をお過ごしください☺️
よろしくお願い致します💞","2020-05-31 08:21 +0000","61.0","2.0","0.03278688524590164","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267007884606541825","https://twitter.com/haruchannna/status/1267007884606541825","@yYhjzYaeRtpUUXx こちらこそありがとうございます💞
仲良くしていただけたら嬉しいです🥰","2020-05-31 08:19 +0000","32.0","1.0","0.03125","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267007811994542082","https://twitter.com/haruchannna/status/1267007811994542082","@Julie64Sunshine こちらこそありがとうございます💞
よろしくお願い致します🥰","2020-05-31 08:19 +0000","24.0","2.0","0.08333333333333333","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1267007773276991490","https://twitter.com/haruchannna/status/1267007773276991490","@hitomin_rabi 起きる時はひょこっと起きるので最強の首をお持ちみたいです🤣🤣","2020-05-31 08:19 +0000","39.0","2.0","0.05128205128205128","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949844171542534","https://twitter.com/haruchannna/status/1266949844171542534","@pikuru_chan 一緒ですね🥰
可愛いです💞","2020-05-31 04:29 +0000","26.0","1.0","0.038461538461538464","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949789930815491","https://twitter.com/haruchannna/status/1266949789930815491","@aY6PQnUcPuk2Aad 可愛いです☺️","2020-05-31 04:29 +0000","26.0","1.0","0.038461538461538464","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949754073657344","https://twitter.com/haruchannna/status/1266949754073657344","@2x9YLvkNuwERvsT 可愛いんですけどね😂","2020-05-31 04:28 +0000","35.0","3.0","0.08571428571428572","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949688973905920","https://twitter.com/haruchannna/status/1266949688973905920","@redsponpon 共感していただけて嬉しいです😂","2020-05-31 04:28 +0000","55.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949201688231938","https://twitter.com/haruchannna/status/1266949201688231938","@n_uvao ありがとうございます🥰","2020-05-31 04:26 +0000","41.0","10.0","0.24390243902439024","0.0","0.0","0.0","0.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949163847053312","https://twitter.com/haruchannna/status/1266949163847053312","@mocochokomaru いつでも乗っかっちゃってます😂","2020-05-31 04:26 +0000","33.0","1.0","0.030303030303030304","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266949066396590080","https://twitter.com/haruchannna/status/1266949066396590080","@kujira3150 ほんと、舐められてます😣","2020-05-31 04:26 +0000","34.0","1.0","0.029411764705882353","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266489491256045568","https://twitter.com/haruchannna/status/1266489491256045568","飼い主の守り方を間違えているみるく🐶 https://t.co/NKBv8P22Kv","2020-05-29 21:59 +0000","15279.0","2914.0","0.19071928791151255","27.0","7.0","881.0","154.0","10.0","0.0","279.0","0.0","0","0","0","0","0","4180","1556","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1266341867592970243","https://twitter.com/haruchannna/status/1266341867592970243","最近はだいたいこの体勢で寝てます💤 https://t.co/q6QdqcqaVn","2020-05-29 12:13 +0000","7611.0","1092.0","0.1434765471028774","7.0","3.0","438.0","115.0","5.0","0.0","210.0","0.0","0","0","1","0","0","2115","313","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265480071831142401","https://twitter.com/haruchannna/status/1265480071831142401","@Rbysx5xB7eLJmG8 こちらこそありがとうございます🥰
看護師なんですね!!
みるく共々仲良くしていただけたら嬉しいです💞
よろしくお願い致します😊","2020-05-27 03:08 +0000","60.0","2.0","0.03333333333333333","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265256874959491072","https://twitter.com/haruchannna/status/1265256874959491072","@lala65884361 こーやってすぐいじけちゃうんです🤣","2020-05-26 12:22 +0000","62.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265251773586915328","https://twitter.com/haruchannna/status/1265251773586915328","@NwLAFThPCg9erP6 ありがとうございます💞","2020-05-26 12:01 +0000","34.0","1.0","0.029411764705882353","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265247825010425856","https://twitter.com/haruchannna/status/1265247825010425856","夕食の間、かまわなかったらいじけてた🤣🤣
#犬好きさんと繋がりたい https://t.co/Rg5ySiVqFr","2020-05-26 11:46 +0000","4223.0","685.0","0.162206961875444","5.0","4.0","396.0","85.0","2.0","0.0","42.0","0.0","0","0","0","0","0","1307","151","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265241553754157057","https://twitter.com/haruchannna/status/1265241553754157057","@ue260227 ありがとうございます💞","2020-05-26 11:21 +0000","60.0","2.0","0.03333333333333333","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265241527283879936","https://twitter.com/haruchannna/status/1265241527283879936","@akanekomie ありがとうございます😍","2020-05-26 11:21 +0000","39.0","1.0","0.02564102564102564","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265241508032069633","https://twitter.com/haruchannna/status/1265241508032069633","@lucky_doragon お祝いのお言葉ありがとうございます🥰","2020-05-26 11:20 +0000","19.0","1.0","0.05263157894736842","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265207684447395840","https://twitter.com/haruchannna/status/1265207684447395840","@yuzu05yuzu05 ありがとうございます💞","2020-05-26 09:06 +0000","24.0","1.0","0.041666666666666664","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265207642521169921","https://twitter.com/haruchannna/status/1265207642521169921","@pink11_hytnrs30 ありがとうございます💞
絵文字素敵です😍
毎日元気を目標に過ごしたいです🥰","2020-05-26 09:06 +0000","25.0","1.0","0.04","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265207460349894657","https://twitter.com/haruchannna/status/1265207460349894657","@Suzuka3228 とっても幸せです🥰","2020-05-26 09:05 +0000","17.0","2.0","0.11764705882352941","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265207212428783616","https://twitter.com/haruchannna/status/1265207212428783616","@ue260227 今日も元気いっぱいみるくです🥰
ありがとうございます💞","2020-05-26 09:04 +0000","82.0","2.0","0.024390243902439025","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265207048850927617","https://twitter.com/haruchannna/status/1265207048850927617","@ue260227 ありがとうございます💞","2020-05-26 09:04 +0000","70.0","2.0","0.02857142857142857","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265206992169078784","https://twitter.com/haruchannna/status/1265206992169078784","@Yuzu190211 ありがとうございます🥰","2020-05-26 09:03 +0000","36.0","1.0","0.027777777777777776","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1265206956718870529","https://twitter.com/haruchannna/status/1265206956718870529","@mamuiicha そうですよね😣
ほんと、気をつけないと😭","2020-05-26 09:03 +0000","37.0","1.0","0.02702702702702703","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
