ツイート本文,ツイート本文_x,時間,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,返信,ユーザープロフィールクリック,URLクリック数,ハッシュタグクリック,詳細クリック,フォローしている,メディアの再生数,メディアのエンゲージメント数,media_exist,reply_flg,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
"お料理待ってるんだけど
僕ちゃん寒いの…。

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/1BG9LtHYKT",お料理待ってるんだけど 僕ちゃん寒いの…。  犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル といぷーどる といぷーどる部  トイプードル男の子  ホワイトトイプードル 可愛い 癒し 犬好きさんと繋がりたい ,2020-03-07 02:12:00+00:00,183.0,2.0,2264.0,281.0,0.1241166077738515,1.0,39.0,0.0,7.0,9.0,1,493,39,True,False,111,20200307,2020,3,7,2,5,10
@narcheam こちらこそよろしくお願いします🥰💞, こちらこそよろしくお願いします🥰💞,2020-03-04 08:44:00+00:00,1.0,0.0,13.0,2.0,0.1538461538461538,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,18,20200304,2020,3,4,8,2,10
"@narcheam すかしっぺほど
臭いものはないですね🤨", すかしっぺほど 臭いものはないですね🤨,2020-03-03 01:13:00+00:00,1.0,0.0,64.0,3.0,0.046875,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,20,20200303,2020,3,3,1,1,10
"@ryokizaki0608 フォローバックありがとうございます😆
これからよろしくお願いします😊", フォローバックありがとうございます😆 これからよろしくお願いします😊,2020-03-02 13:24:00+00:00,1.0,0.0,22.0,2.0,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,35,20200302,2020,3,2,13,0,10
"@imAVTILZyskxiU2 自覚してるの可愛すぎます🥺
激クサおならの臭いも愛おしいですね🤣", 自覚してるの可愛すぎます🥺 激クサおならの臭いも愛おしいですね🤣,2020-03-02 04:57:00+00:00,1.0,0.0,71.0,2.0,0.028169014084507,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,33,20200302,2020,3,2,4,0,10
@putti730 たちが悪いんです🤣, たちが悪いんです🤣,2020-03-02 04:56:00+00:00,1.0,0.0,72.0,1.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,10,20200302,2020,3,2,4,0,10
"@meitoakatuki ありがとうございます！
これからどうぞよろしくお願いします🤲", ありがとうございます これからどうぞよろしくお願いします🤲,2020-03-01 20:16:00+00:00,1.0,0.0,37.0,3.0,0.081081081081081,0.0,2.0,0.0,0.0,0.0,0,0,0,False,True,30,20200301,2020,3,1,20,6,9
"🤷‍♀️『なーんかうんち臭い!!💩』
      どこを探しても💩無いんです。

🐶『…。(真顔)。』

🤷‍♀️『なーんかヒーターの風に乗って匂いがくる…。』

ま、さ、か、。

こーんな可愛い顔して
静かにおならしてたみたい🤣🤣

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル  #犬のおなら https://t.co/AXAIDHybKb",🤷‍♀️『なーんかうんち臭い💩』       どこを探しても💩無いんです。  🐶『…。真顔。』  🤷‍♀️『なーんかヒーターの風に乗って匂いがくる…。』  ま、さ、か、。  こーんな可愛い顔して 静かにおならしてたみたい🤣🤣  犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル  犬のおなら ,2020-03-01 17:32:00+00:00,291.0,7.0,8757.0,613.0,0.0700011419435879,5.0,67.0,2.0,7.0,31.0,0,1598,203,True,False,152,20200301,2020,3,1,17,6,9
トイプードルみるくの散歩風景 https://t.co/NIL2xbBwtN @YouTubeさんから,トイプードルみるくの散歩風景  さんから,2020-03-01 15:17:00+00:00,11.0,0.0,369.0,21.0,0.056910569105691,0.0,5.0,3.0,0.0,2.0,0,0,0,True,True,20,20200301,2020,3,1,15,6,9
"@marumar21757719 こちらこそありがとうございます❤
まるさんよろしくお願いします🥰", こちらこそありがとうございます❤ まるさんよろしくお願いします🥰,2020-03-01 08:31:00+00:00,1.0,0.0,63.0,2.0,0.0317460317460317,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,33,20200301,2020,3,1,8,6,9
"大好きな散歩に行くのを焦らししてみたらこうなった🤩

ちょっと可哀想だけど可愛いからやっちゃう🤣

皆さんは愛犬の可愛さを引き出すためについやっちゃうことってありますか？？

#愛犬についやっちゃうこと #犬好きな人と繋がりたい #犬のいる暮らし #犬のいる生活 #トイプードル #トイプードル https://t.co/bCc6KRlVNL",大好きな散歩に行くのを焦らししてみたらこうなった🤩  ちょっと可哀想だけど可愛いからやっちゃう🤣  皆さんは愛犬の可愛さを引き出すためについやっちゃうことってありますか  愛犬についやっちゃうこと 犬好きな人と繋がりたい 犬のいる暮らし 犬のいる生活 トイプードル トイプードル ,2020-03-01 05:08:00+00:00,116.0,1.0,1175.0,174.0,0.1480851063829787,3.0,17.0,0.0,0.0,17.0,0,339,20,True,False,140,20200301,2020,3,1,5,6,9
"意地でも離れたくないみたいです🤣

#犬好きな人と繋がりたい #犬のいる暮らし #犬のいる生活 #いぬ #トイプードル https://t.co/l0gDtTAUFf",意地でも離れたくないみたいです🤣  犬好きな人と繋がりたい 犬のいる暮らし 犬のいる生活 いぬ トイプードル ,2020-03-01 04:48:00+00:00,34.0,0.0,445.0,42.0,0.0943820224719101,0.0,0.0,0.0,0.0,2.0,0,78,6,True,False,55,20200301,2020,3,1,4,6,9
"絶対にくまのぬいぐるみを渡したくないみるく🐶

#犬好きな人と繋がりたい #犬のいる暮らし #犬のいる生活 #いぬ https://t.co/dNH5ZpgCZv",絶対にくまのぬいぐるみを渡したくないみるく🐶  犬好きな人と繋がりたい 犬のいる暮らし 犬のいる生活 いぬ ,2020-03-01 04:45:00+00:00,203.0,5.0,3103.0,289.0,0.0931356751530776,1.0,43.0,1.0,3.0,0.0,0,696,33,True,False,54,20200301,2020,3,1,4,6,9
"くまのぬいぐるみが大好きで、いつもおもちゃ入れから持ってきて一緒に寝ているみるく🐶

今日も一緒に寝れて幸せ〜💓

#犬好きさんと繋がりたい #いぬいどんどんすきになる #犬のいる暮らし #犬のいる生活 https://t.co/TNApCdNoKr",くまのぬいぐるみが大好きで、いつもおもちゃ入れから持ってきて一緒に寝ているみるく🐶  今日も一緒に寝れて幸せ〜💓  犬好きさんと繋がりたい いぬいどんどんすきになる 犬のいる暮らし 犬のいる生活 ,2020-03-01 04:24:00+00:00,34.0,1.0,1051.0,60.0,0.0570884871550903,1.0,6.0,0.0,1.0,1.0,0,16,16,True,False,98,20200301,2020,3,1,4,6,9
#犬好きさんと繋がりたい #犬のいる暮らし  #dogs #トイプードル https://t.co/J0P2RGtThN,犬好きさんと繋がりたい 犬のいる暮らし   トイプードル ,2020-02-29 13:12:00+00:00,89.0,0.0,789.0,125.0,0.1584283903675538,0.0,23.0,0.0,0.0,0.0,0,194,13,True,False,29,20200229,2020,2,29,13,5,9
#犬好きさんと繋がりたい #犬のいる生活 #トイプードル https://t.co/7dxKBnBmtO,犬好きさんと繋がりたい 犬のいる生活 トイプードル ,2020-02-29 13:07:00+00:00,32.0,0.0,356.0,41.0,0.1151685393258427,0.0,2.0,0.0,0.0,0.0,0,7,7,True,False,26,20200229,2020,2,29,13,5,9
"@Lu9bJmkWJx7YR1X フォローバックありがとうございます😆
これからよろしくお願いします！😊", フォローバックありがとうございます😆 これからよろしくお願いします😊,2020-02-29 10:00:00+00:00,1.0,0.0,28.0,1.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,35,20200229,2020,2,29,10,5,9
"@imAVTILZyskxiU2 リプありがとうございます！😆💕
自信満々で散歩行ってきます！（笑）", リプありがとうございます😆💕 自信満々で散歩行ってきます笑,2020-02-29 01:21:00+00:00,1.0,0.0,40.0,2.0,0.05,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,30,20200229,2020,2,29,1,5,9
"おはようございます✨
今日は怪獣を着て散歩に行きます🐶

ドヤァ🥴

#犬 #犬好きさんと繋がりたい #犬のいる暮らし #コスプレ https://t.co/VTXH3b4HGT",おはようございます✨ 今日は怪獣を着て散歩に行きます🐶  ドヤァ🥴  犬 犬好きさんと繋がりたい 犬のいる暮らし コスプレ ,2020-02-29 00:47:00+00:00,125.0,1.0,1291.0,185.0,0.1432997676219984,4.0,22.0,0.0,2.0,7.0,1,23,23,True,False,62,20200229,2020,2,29,0,5,9
"@TTBaynt ありがとうございます😊
ぽんちゃんもすごく可愛いですね💕
これからよろしくお願いします😆", ありがとうございます😊 ぽんちゃんもすごく可愛いですね💕 これからよろしくお願いします😆,2020-02-28 22:59:00+00:00,1.0,0.0,63.0,2.0,0.0317460317460317,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,45,20200228,2020,2,28,22,4,9
"@milk___0919 おはようございます😊
これからよろしくお願いします🤲", おはようございます😊 これからよろしくお願いします🤲,2020-02-28 22:56:00+00:00,1.0,0.0,47.0,2.0,0.0425531914893617,1.0,0.0,0.0,0.0,0.0,0,0,0,False,True,27,20200228,2020,2,28,22,4,9
"@imAVTILZyskxiU2 リプありがとうございます😊
こちらこそ、よろしくお願いします！", リプありがとうございます😊 こちらこそ、よろしくお願いします,2020-02-28 22:56:00+00:00,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,31,20200228,2020,2,28,22,4,9
"@elchamolife リプありがとうございます😊
やっぱり1人だとそうなんですね、、もう一匹飼おうかなぁ、でも私が居ない時にケンカしたりして大変そうだなぁなんて考えてます😂", リプありがとうございます😊 やっぱり人だとそうなんですね、、もう一匹飼おうかなぁ、でも私が居ない時にケンカしたりして大変そうだなぁなんて考えてます😂,2020-02-28 22:55:00+00:00,1.0,0.0,20.0,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,75,20200228,2020,2,28,22,4,9
"どすこいどすこい✋

ちょっと休憩…

からの、どすこいどすこい🙌

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/YCg03HCDig",どすこいどすこい✋  ちょっと休憩…  からの、どすこいどすこい🙌  犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル といぷーどる といぷーどる部  トイプードル男の子  ホワイトトイプードル 可愛い 癒し 犬好きさんと繋がりたい ,2020-02-28 11:40:00+00:00,150.0,6.0,2461.0,263.0,0.1068671271840715,3.0,39.0,0.0,0.0,13.0,0,491,52,True,False,123,20200228,2020,2,28,11,4,9
"近寄るととりあえず寝たフリをするみるく🤥🤣

#犬 #犬好きな人と繋がりたい #犬のいる暮らし #トイプードル https://t.co/76Pek1HWIh",近寄るととりあえず寝たフリをするみるく🤥🤣  犬 犬好きな人と繋がりたい 犬のいる暮らし トイプードル ,2020-02-28 02:29:00+00:00,82.0,2.0,777.0,126.0,0.1621621621621621,1.0,10.0,0.0,0.0,7.0,0,185,24,True,False,52,20200228,2020,2,28,2,4,9
@yume_miki こちらこそありがとうございます😊, こちらこそありがとうございます😊,2020-02-28 02:14:00+00:00,1.0,0.0,46.0,1.0,0.0217391304347826,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,17,20200228,2020,2,28,2,4,9
"たぶん悪いことを企んでいるみるく

#犬 #犬好きさんと繋がりたい #いぬいどんどんすきになる #トイプードル https://t.co/ZHq0GSq17W",たぶん悪いことを企んでいるみるく  犬 犬好きさんと繋がりたい いぬいどんどんすきになる トイプードル ,2020-02-28 02:13:00+00:00,48.0,2.0,1035.0,141.0,0.136231884057971,1.0,19.0,0.0,0.0,12.0,0,59,59,True,False,52,20200228,2020,2,28,2,4,9
"試しに私が部屋に居ない時を撮影してみたら、すぐにうんち（笑）

その後にはほとんど同じ所で頭を上げたり下げたり。
もしかしたら私が家にいない時、ずっとこんな風につまらなさそうに寝てるだけなのかなぁ😢

#犬好きさんと繋がりたい #犬好きな人と繋がりたい #犬のいる暮らし #いぬ #犬 https://t.co/kMKRupTrqe",試しに私が部屋に居ない時を撮影してみたら、すぐにうんち笑  その後にはほとんど同じ所で頭を上げたり下げたり。 もしかしたら私が家にいない時、ずっとこんな風につまらなさそうに寝てるだけなのかなぁ😢  犬好きさんと繋がりたい 犬好きな人と繋がりたい 犬のいる暮らし いぬ 犬 ,2020-02-28 01:15:00+00:00,105.0,5.0,1451.0,218.0,0.1502412129565816,2.0,23.0,1.0,3.0,15.0,0,437,64,True,False,136,20200228,2020,2,28,1,4,9
"おはようございます！✨
枕の上でもうちょい寝たいみるくです🐶
#犬好きさんと繋がりたい #犬のいる暮らし #犬好きな人と繋がりたい #いぬいどんどんすきになる #いぬ https://t.co/hlN4cgCCdn",おはようございます✨ 枕の上でもうちょい寝たいみるくです🐶 犬好きさんと繋がりたい 犬のいる暮らし 犬好きな人と繋がりたい いぬいどんどんすきになる いぬ ,2020-02-28 00:38:00+00:00,30.0,0.0,430.0,66.0,0.1534883720930232,0.0,2.0,0.0,2.0,1.0,0,31,31,True,False,78,20200228,2020,2,28,0,4,9
新型コロナウイルスは犬に感染する？看護師が調べてみた #犬好きさんと繋がりたい #犬 #トイプードル https://t.co/RSxR5x51Ys,新型コロナウイルスは犬に感染する看護師が調べてみた 犬好きさんと繋がりたい 犬 トイプードル ,2020-02-27 18:29:00+00:00,72.0,4.0,1790.0,120.0,0.0670391061452514,0.0,2.0,37.0,3.0,2.0,0,0,0,True,False,47,20200227,2020,2,27,18,3,9
"@sena_1_1_0 爆睡なんです😂
セナちゃんは足元派なんですね!
セナちゃんママをしっかり尊敬されてる証拠ですね💞🥰", 爆睡なんです😂 セナちゃんは足元派なんですね セナちゃんママをしっかり尊敬されてる証拠ですね💞🥰,2020-02-27 15:55:00+00:00,1.0,0.0,37.0,1.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,49,20200227,2020,2,27,15,3,9
#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/R8mixOVVqs,犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル といぷーどる といぷーどる部  トイプードル男の子  ホワイトトイプードル 可愛い 癒し 犬好きさんと繋がりたい ,2020-02-27 12:57:00+00:00,12.0,1.0,263.0,16.0,0.0608365019011406,0.0,1.0,0.0,0.0,2.0,0,0,0,True,False,88,20200227,2020,2,27,12,3,9
"うとうと‥😪

みるくはいつも私の頭元で寝ます💓
飼い主の頭元で寝るのは、飼い主のことを妹分のように思っていて、守ろうとしているからなのだそうです🥰

ちなみに、足元で寝るのは
頼れるリーダーだと思っているからみたい。
もしかしたら、舐められてるのかも🤣

♯犬の豆知識♯犬♯トイプードル https://t.co/i74oIUPR0M",うとうと‥😪  みるくはいつも私の頭元で寝ます💓 飼い主の頭元で寝るのは、飼い主のことを妹分のように思っていて、守ろうとしているからなのだそうです🥰  ちなみに、足元で寝るのは 頼れるリーダーだと思っているからみたい。 もしかしたら、舐められてるのかも🤣  ♯犬の豆知識♯犬♯トイプードル ,2020-02-27 12:15:00+00:00,89.0,3.0,1038.0,132.0,0.1271676300578034,2.0,19.0,0.0,0.0,6.0,0,272,13,True,False,145,20200227,2020,2,27,12,3,9
"だるいなぁ…。

 #犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい https://t.co/ll7bHLXyGO",だるいなぁ…。   犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル といぷーどる といぷーどる部  トイプードル男の子  ホワイトトイプードル 可愛い 癒し 犬好きさんと繋がりたい ,2020-02-26 13:43:00+00:00,101.0,3.0,1653.0,171.0,0.1034482758620689,1.0,17.0,0.0,5.0,6.0,0,310,38,True,False,98,20200226,2020,2,26,13,2,9
"ブログ更新しました!💞🙌

#犬 #いぬ #いぬすたぐらむ  #いぬのいる暮らし  #トイプードル #といぷーどる #といぷーどる部  #トイプードル男の子  #ホワイトトイプードル #可愛い #癒し #犬好きさんと繋がりたい

👇🏻こちらから🐶
https://t.co/D3xWpWAX4o https://t.co/NylgjsScyn",ブログ更新しました💞🙌  犬 いぬ いぬすたぐらむ  いぬのいる暮らし  トイプードル といぷーどる といぷーどる部  トイプードル男の子  ホワイトトイプードル 可愛い 癒し 犬好きさんと繋がりたい  👇🏻こちらから🐶  ,2020-02-23 14:30:00+00:00,17.0,0.0,234.0,30.0,0.1282051282051282,0.0,4.0,3.0,0.0,0.0,0,6,6,True,False,112,20200223,2020,2,23,14,6,8
