"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1289331267083722752","https://twitter.com/haruchannna/status/1289331267083722752","疲れちゃった...💤 https://t.co/gldsmFuCzL","2020-07-31 22:45 +0000","11906.0","1215.0","0.10204938686376616","18.0","4.0","712.0","138.0","6.0","0.0","135.0","0.0","0","0","0","0","0","2405","202","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289301042606178304","https://twitter.com/haruchannna/status/1289301042606178304","@oGkMXCCZN37dNMI 3ミリがサッパリしますよね😊
お互い夏バテに気をつけましょう😢","2020-07-31 20:44 +0000","21.0","1.0","0.047619047619047616","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289300829631942657","https://twitter.com/haruchannna/status/1289300829631942657","@choco_mon_reo 海が好きみたいです😍","2020-07-31 20:44 +0000","46.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289300779627458560","https://twitter.com/haruchannna/status/1289300779627458560","@afu29291944 ありがとうございます🥰","2020-07-31 20:43 +0000","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289300751076847616","https://twitter.com/haruchannna/status/1289300751076847616","@Suzuka3228 本当ですね😭
散歩ですぐバテちゃいます😥","2020-07-31 20:43 +0000","22.0","2.0","0.09090909090909091","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107356165365767","https://twitter.com/haruchannna/status/1289107356165365767","@yukinoetan ありがとうございます😍","2020-07-31 07:55 +0000","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107333016981505","https://twitter.com/haruchannna/status/1289107333016981505","@aloooha0316 肌触り抜群でした😍","2020-07-31 07:55 +0000","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107288385417216","https://twitter.com/haruchannna/status/1289107288385417216","@9yj12 ありがとうございます😍","2020-07-31 07:55 +0000","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107270811308032","https://twitter.com/haruchannna/status/1289107270811308032","@AP73mTFPfDtI0lX ありがとうございます😍","2020-07-31 07:54 +0000","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107253069455360","https://twitter.com/haruchannna/status/1289107253069455360","@hanakajitsu001 ありがとうございます😍","2020-07-31 07:54 +0000","19.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107215320625153","https://twitter.com/haruchannna/status/1289107215320625153","@pooh715maru217 ありがとうございます😍","2020-07-31 07:54 +0000","23.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107168818429953","https://twitter.com/haruchannna/status/1289107168818429953","@xtrSy2CC5y4flrZ 白ダッフィーちゃん🤣
可愛いですね💞","2020-07-31 07:54 +0000","20.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107072252907520","https://twitter.com/haruchannna/status/1289107072252907520","@momochxoxo お腹気持ちいいです😍","2020-07-31 07:54 +0000","11.0","2.0","0.18181818181818182","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107025129959424","https://twitter.com/haruchannna/status/1289107025129959424","@kaoko78013868 ありがとうございます🥰","2020-07-31 07:53 +0000","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289107002396774400","https://twitter.com/haruchannna/status/1289107002396774400","@dachshund_schon こちらこそありがとうございます😍
よろしくお願いいたします💞","2020-07-31 07:53 +0000","14.0","1.0","0.07142857142857142","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106960038551552","https://twitter.com/haruchannna/status/1289106960038551552","@peko6281 こちらこそありがとうございます！
よろしくお願いいたします🥰","2020-07-31 07:53 +0000","44.0","1.0","0.022727272727272728","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106927545327617","https://twitter.com/haruchannna/status/1289106927545327617","@1mugi_2mugi ありがとうございます😍","2020-07-31 07:53 +0000","10.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106869684846595","https://twitter.com/haruchannna/status/1289106869684846595","@milk_pudol 同じ名前なんですね🥰
勝手に親近感湧きます😍
家族にしか心許してないなんて可愛すぎますね💞
いつかわんちゃん同士で楽しく遊べたらいいですね😊","2020-07-31 07:53 +0000","34.0","3.0","0.08823529411764706","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106448429981696","https://twitter.com/haruchannna/status/1289106448429981696","@himahima0913 ありがとうございます💞","2020-07-31 07:51 +0000","11.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106410718900224","https://twitter.com/haruchannna/status/1289106410718900224","@afu29291944 こちらこそありがとうございます！
よろしくお願いいたします😍","2020-07-31 07:51 +0000","22.0","3.0","0.13636363636363635","0.0","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289106378636681217","https://twitter.com/haruchannna/status/1289106378636681217","@nurXcvCOA8P9CGG ありがとうございます🥰","2020-07-31 07:51 +0000","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289105903447228417","https://twitter.com/haruchannna/status/1289105903447228417","@wbBQeHJ64oIS6yR 許しちゃいますよね😫😫","2020-07-31 07:49 +0000","28.0","2.0","0.07142857142857142","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1289105826007748608","https://twitter.com/haruchannna/status/1289105826007748608","@fukusuke_54 こちらこそよろしくお願いいたします😍","2020-07-31 07:49 +0000","6.0","1.0","0.16666666666666666","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
