"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント数","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント数"
"1355792156825251842","https://twitter.com/haruchannna/status/1355792156825251842","@VtNpRvPfB7peEky みるくも毎日拭いてるんですけど全然治らないんですよね😂","2021-01-31 08:16 +0000","57.0","1.0","0.017543859649122806","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355791758341275654","https://twitter.com/haruchannna/status/1355791758341275654","@koubu33 鶏肉が涙やけの原因になることもあるんですね。参考になりました！ありがとうございます😊","2021-01-31 08:15 +0000","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355547053611335683","https://twitter.com/haruchannna/status/1355547053611335683","@chip97857909 乾燥で涙焼けですか。調べてみたら充血してました。結膜炎なのかも。

病院連れて行きます。ありがとうございます😊","2021-01-30 16:02 +0000","123.0","2.0","0.016260162601626018","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355546831938154500","https://twitter.com/haruchannna/status/1355546831938154500","@washioemiko フード変えてみます。モグワンが涙やけに良いって聞いたので買ってみます。ありがとうございます😊","2021-01-30 16:02 +0000","176.0","5.0","0.028409090909090908","0.0","1.0","0.0","1.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355546589654212612","https://twitter.com/haruchannna/status/1355546589654212612","@YFRPq0gxMehU1bp やっぱり病院行った方が良いですよね。ありがとうございます😊","2021-01-30 16:01 +0000","98.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1355505114581110786","https://twitter.com/haruchannna/status/1355505114581110786","最近涙焼けがひどくなってしまいました😭
ドッグフードのせいなのかな？ https://t.co/d5eTAGIWuU","2021-01-30 13:16 +0000","4402.0","661.0","0.1501590186278964","6.0","5.0","263.0","77.0","4.0","0.0","249.0","0.0","0","0","0","0","0","1118","57","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1354813070728601602","https://twitter.com/haruchannna/status/1354813070728601602","寝落ちしました💤 https://t.co/B4bGzdePMY","2021-01-28 15:26 +0000","1393.0","198.0","0.14213926776740848","3.0","0.0","143.0","28.0","0.0","0.0","4.0","0.0","0","0","0","0","0","330","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1352822967495913473","https://twitter.com/haruchannna/status/1352822967495913473","討論番組を真面目に見るみるく📺 https://t.co/MTvg55CupR","2021-01-23 03:38 +0000","1456.0","221.0","0.15178571428571427","1.0","1.0","157.0","20.0","0.0","0.0","20.0","0.0","0","0","0","0","0","363","22","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1352497688898494464","https://twitter.com/haruchannna/status/1352497688898494464","かまって〜😛 https://t.co/vaaurppsOw","2021-01-22 06:05 +0000","2040.0","314.0","0.153921568627451","5.0","0.0","207.0","34.0","0.0","0.0","18.0","0.0","0","0","0","0","0","439","50","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1351343685401604096","https://twitter.com/haruchannna/status/1351343685401604096","まだまだ眠い🥱 https://t.co/OoMZyq8WeJ","2021-01-19 01:40 +0000","1727.0","246.0","0.14244354371742907","3.0","1.0","179.0","17.0","1.0","0.0","19.0","0.0","0","0","0","0","0","335","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1350736670954459137","https://twitter.com/haruchannna/status/1350736670954459137","リュックでお散歩🐶 https://t.co/4OtAvo59YF","2021-01-17 09:28 +0000","1889.0","302.0","0.1598729486500794","6.0","1.0","217.0","17.0","0.0","0.0","17.0","0.0","0","0","0","0","0","486","44","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1350704624508932096","https://twitter.com/haruchannna/status/1350704624508932096","初めて電車に乗りました😊
不安でここでもお得意のホリホリしてます🐩 https://t.co/8kd8lZ6aem","2021-01-17 07:20 +0000","1314.0","230.0","0.1750380517503805","0.0","0.0","141.0","22.0","0.0","0.0","7.0","0.0","0","0","0","0","0","384","60","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1349850861346844672","https://twitter.com/haruchannna/status/1349850861346844672","この手が可愛い🥺💞
お化けみたい笑👻 https://t.co/kcfhsuJhqR","2021-01-14 22:48 +0000","3781.0","533.0","0.14096799788415762","10.0","1.0","372.0","45.0","1.0","0.0","28.0","0.0","0","0","0","0","0","911","76","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
